Text,Character,Affiliation,Episode,EpisodeName,Season
(Shakes his head.) Her captor. Bringing her to her aunt for ransom.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
So do I.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
That's where the heart is. That's how you kill a man.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
The fuck you doing?,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
Guess that's what the king does when you tell him to fuck off.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
" And you thought you were going to collect it? Didn't think very hard, did you?",SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
This day's really not working out the way you planned. He on your little list?,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
What's your name?,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
You're learning.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
Rat cunts. Fucking whore.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
No fire.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
No fire!,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
" Shut up about it. Shut up about everything. Thanks to you, I'm a walking bag of silver anywhere the Lannisters hold sway. Which is everywhere between where we are now and where we're going.",SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
" I'm as stupid as that hog you stuck back in the village, getting myself cut and stabbed and bitten. No reward is worth this much trouble. Wish I'd never laid eyes on you. You say your brother gave you that sword.",SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
My brother gave me this. It was just like you said a while back. Pressed me to the fire like I was a nice juicy mutton chop.,SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
" Thought I stole one of his toys. I didn't steal it. I was just playing with it. The pain was bad. The smell was worse. But the worst thing was that it was my brother who did it. My father, who protected him... told everyone my bedding caught fire. You think you're on your own?",SANDOR CLEGANE,WESTERLANDS,7,Mockingbird,4
And they want the same for you.,SANDOR CLEGANE,WESTERLANDS,6,The Old Gods and the New,2
" You're all right now, little bird. You're all right.",SANDOR CLEGANE,WESTERLANDS,6,The Old Gods and the New,2
The little bird's bleeding. Someone take her back to her cage. See to that cut.,SANDOR CLEGANE,WESTERLANDS,6,The Old Gods and the New,2
I didn't do it for you.,SANDOR CLEGANE,WESTERLANDS,6,The Old Gods and the New,2
(shouts),SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
(shouts),SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
Looks like their god likes me more than your butcher's boy.,SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
I want my gold.,SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
Piss on that! You're nothing but thieves.,SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
" Come try it, archer. I'll shove those arrows up your ass.",SANDOR CLEGANE,WESTERLANDS,5,Kissed by Fire,3
Would you shut up?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
The names of every fucking person in Westeros?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
" (CHUCKLES) Hate's as good a thing as any to keep a person going. Better than most. We come across my brother, maybe we can both cross a name off our list.",SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
" I'd tell him to shut the fuck up so I can get some sleep. Go on, get it over with, your list of doomed men.",SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Go on.,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
The hell you doing?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
" What, ways to die?",SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
They will if you Nance around like that. That's no way to fight.,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Dancing? Maybe you ought to put on a dress. Who taught you that shite?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
"  Braavos. (SCOFFS) Greasy-haired little bastard, I bet. They all are.",SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
I bet his hair is greasier than Joffrey's cunt.,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Was? He dead?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
How?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Who by?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Meryn Trant? The greatest swordsman who ever lived killed by Meryn fucking Trant?,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Any boy whore with a sword could beat three Meryn Trants.,SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
"  The greatest swordsman who ever lived didn't have a sword? (LAUGHS) All right. You have a sword. Let's see what he taught you. Go on, do it for your Braavosi friend. Dead like all the rest of your friends.",SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Your friend's dead and Meryn Trant's not 'cause Trant had armor and a big fucking sword. (SCOFFS),SANDOR CLEGANE,WESTERLANDS,5,First of His Name,4
Your uncle left your nameday present and asked me to see that you got it.,SANDOR CLEGANE,WESTERLANDS,4,Garden of Bones,2
" Look inside, Your Grace.",SANDOR CLEGANE,WESTERLANDS,4,Garden of Bones,2
You look like a bunch of swineherds.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
You're still swineherds and tanners and masons. You think carrying a crooked spear makes you a soldier?,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Beric Dondarrion? You've seen better days.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Stark deserters. Baratheon deserters. You lot aren't fighting in a war. You're running from it.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Untie these ropes and we'll find out. What are you doing leading a mob of peasants?,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Ned Stark is dead. King Robert is dead. My brother's alive.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
You're fighting for ghosts.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
You found god? Is that it?,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
" If you mean to murder me, then bloody well get on with it.",SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
I wasn't at the Mummer's Ford. Dump your dead children at some other door.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Do you take me for my brother? Is being born Clegane a crime?,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
" I never touched the Targaryen babes. I never saw them, never smelled them, never heard them bawling. You want to cut my throat, get on with it! But don't call me murderer and pretend that you're not.",SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
" Aye, he was a bleeder.",SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
I was Joffrey's sworn shield. The boy attacked the prince.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
Then I should have killed you. Not my place to question princes.,SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
" So, who will it be? Should we find out if your fire god really loves you, priest? Or you, archer? What are you worth with a sword in your hand? Or is the little girl the bravest one here?",SANDOR CLEGANE,WESTERLANDS,4,And Now His Watch Is Ended,3
" You can still smell the burning bodies, and that’s where your head is at.",SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
I'm sure you do.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
" Of course it's about that, you twat. Why shouldn't it be? The dead are dead. You're not.",SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
Don't touch me.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
I'm not done with my drink.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
This is my drink.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
There's only one thing that'll make me happy.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
That's my fucking business.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
Used to be you couldn't look at me.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
" Yes, I've heard. Heard you were broken in. Heard you were broken in rough.",SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
How?,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
" You've changed, Little Bird.",SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
" None of it would have happened if you'd left King's Landing with me. No Littlefinger, no Ramsay none of it.",SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
For fuck's sake.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
Not anymore. I don't like crowds.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
Why not? They all love you now. You're the big hero.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
It must have felt good sticking a knife in that horned fucker.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
I have some unfinished business.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
I don't plan on coming back.,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
Gonna leave me to die again if I get hurt?,SANDOR CLEGANE,WESTERLANDS,4,The Last of the Starks,8
" You think you're good with that bow, you little twat?",SANDOR CLEGANE,WESTERLANDS,3,Walk of Punishment,3
A coward's weapon. I like to fight up close. I like to see a man's face when I put the steel in him.,SANDOR CLEGANE,WESTERLANDS,3,Walk of Punishment,3
Looks like every other shit inn on the road.,SANDOR CLEGANE,WESTERLANDS,3,Walk of Punishment,3
" Near Fairmarket, I think.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
" No, I don't have a map.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Just point out the next map shop you see and I'll buy you one.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Far.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
" Believe me, girl, I want you there as soon as I can. Get my gold, be on my way.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
"  Why do you care? Might book passage across the Narrow Sea. Fight as a sellsword. Second Sons, could be. Seems like a good fit for me.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Why Braavos?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
I doubt it.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
What do you want?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
"  If I'm standing on it, it's my land.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
You got to do all seven of the fuckers?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
And we ask the Stranger not to kill us in our beds tonight for no damn reason at all.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Call that a fight? Slaughtering livestock more like.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Guest right don't mean much anymore.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
You got any ale?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
How can a man not keep ale in his home?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
What'll you pay? I don't have much. But I have hidden a bit of silver from the bandits. Fair wages for fair work?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
(Nods) Fair wages for fair work.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Get your horse saddled.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
I wasn't.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
" Aye, he took us in. He's a good man and his daughter makes a nice stew. And they'll both be dead come winter.",SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
I do know it. He's weak. He can't protect himself. They'll both be dead come winter. Dead men don't need silver.,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
There's plenty worse than me. I just understand the way things are. How many Starks they got to behead before you figure it out?,SANDOR CLEGANE,WESTERLANDS,3,Breaker of Chains,4
Thoros? The fuck you doing here?,SANDOR CLEGANE,WESTERLANDS,2,"Dark Wings, Dark Words",3
Girl.,SANDOR CLEGANE,WESTERLANDS,2,"Dark Wings, Dark Words",3
What in seven hells are you doing with the Stark bitch?,SANDOR CLEGANE,WESTERLANDS,2,"Dark Wings, Dark Words",3
The little lady wants a pony.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
" Horses aren't easy to come by. Even if they were, you think I'm gonna put you on your own horse? Watch the only thing of value I've got in the world ride away?",SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
No.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
I'm not a thief.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
A man's got to have a code.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
" You've got an aunt in the Vale. Your rich Aunt Lysa. After I sell you to her, maybe she'll have enough left over to buy you that pony you want so much.",SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
" Five horses, five men. More than I feel like killing on an empty stomach.",SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
What the fuck's a Lommy?,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Got what?,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Needle? Of course you named your sword.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Lots of cunts.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
What are you... get back here.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Get back here.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
I don't care if he ate your friend. We're not going in there.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
I could ask the same of you. What are you doing up here?,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
No need. The war's over.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
None taken.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
She's all right. I've had better.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
I'm not going to King's Landing.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Fuck the king.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Here I am. Bring me one of those chickens.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
You paid for it?,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Not a penny.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
I'll still take that chicken.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
You're a talker. Listening to talkers makes me thirsty.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Ah. And hungry. Think I'll take two chickens.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
" I understand that if any more words come pouring out of your cunt mouth, I'm gonna have to eat every fucking chicken in this room.",SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
Someone is.,SANDOR CLEGANE,WESTERLANDS,1,Two Swords,4
" As you can see, I'm busy.",HUGH OF THE VALE,,4,"Cripples, Bastards, and Broken Things",1
" I'm sorry. I didn't catch your name, Ser...",HUGH OF THE VALE,,4,"Cripples, Bastards, and Broken Things",1
" I see. Well, it just so happens that I am.",HUGH OF THE VALE,,4,"Cripples, Bastards, and Broken Things",1
" Thank you, Your Grace. Thank you.",HUNTERS,,2,The House of Black and White,5
The Dothraki are not known for their punctuality.,ILLYRIO MOPATIS,,1,Winter is Coming,1
" (Greets them in Dothraki.) May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.",ILLYRIO MOPATIS,,1,Winter is Coming,1
" Come forward, my dear.",ILLYRIO MOPATIS,,1,Winter is Coming,1
The ceremony is over.,ILLYRIO MOPATIS,,1,Winter is Coming,1
" Trust me, Your Grace. If he didn’t like her, we’d know.",ILLYRIO MOPATIS,,1,Winter is Coming,1
It won’t be long now. Soon you will cross the Narrow Sea and take back your father’s throne. The people drink secret toasts to your health. They cry out for their true king.,ILLYRIO MOPATIS,,1,Winter is Coming,1
Soon. The Dothraki never stay still for long.,ILLYRIO MOPATIS,,1,Winter is Coming,1
I wouldn’t ask Khal Drogo.,ILLYRIO MOPATIS,,1,Winter is Coming,1
I take you for a king. Kings lack the caution of common men. My apologies if I’ve given offense.,ILLYRIO MOPATIS,,1,Winter is Coming,1
" If Khal Drogo has promised you a crown, you shall have it.",ILLYRIO MOPATIS,,1,Winter is Coming,1
When their omens favor war.,ILLYRIO MOPATIS,,1,Winter is Coming,1
A Dothraki wedding without at least three deaths is considered a dull affair.,ILLYRIO MOPATIS,,1,Winter is Coming,1
" Dragons’ eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",ILLYRIO MOPATIS,,1,Winter is Coming,1
" And when he knows the truth, what will he do?",ILLYRIO MOPATIS,,5,The Wolf and the Lion,1
" What good is war now? We're not ready. If one Hand can die, why not a second?",ILLYRIO MOPATIS,,5,The Wolf and the Lion,1
We need time. Khal Drogo will not make his move until his son is born. You know how these savages are.,ILLYRIO MOPATIS,,5,The Wolf and the Lion,1
It never was.,ILLYRIO MOPATIS,,5,The Wolf and the Lion,1
" Please, she's a good girl.",INNKEEPER,WESTEROSI,1,Two Swords,4
(Whimpers),INNKEEPER'S DAUGHER,WESTEROSI,1,Two Swords,4
(Whimpers),INNKEEPER'S DAUGHER,WESTEROSI,1,Two Swords,4
KING'S LANDING,INT,,10,Valar Morghulis,2
RIVERLANDS AT NIGHT.,INT,,10,Valar Morghulis,2
BARATHEON WAR CAMP AT NIGHT,INT,,10,Valar Morghulis,2
WINTERFELL,INT,,10,Valar Morghulis,2
TYRION'S CHAMBERS,INT,,10,Valar Morghulis,2
HOUSE OF THE UNDYING,INT,,10,Valar Morghulis,2
TENT,INT,,10,Valar Morghulis,2
HOUSE OF THE UNDYING,INT,,10,Valar Morghulis,2
QARTH,INT,,10,Valar Morghulis,2
" The Hand's Chamber  TYRION enters. TYWIN, CERSEI, VARYS and PYCELLE are already seated. JOFFREY walks behind his grandfather, excited and grinning.",INT,,10,Mhysa,3
TYRION's chambers,INT,,10,Mhysa,3
" The abandonded Nightfort, a bit later.",INT,,10,Mhysa,3
" The Twins, dining hall.",INT,,10,Mhysa,3
" A Dungeon, somewhere.",INT,,10,Mhysa,3
" The North, the abandoned Nightfort, night",INT,,10,Mhysa,3
The Pyke,INT,,10,Mhysa,3
" The North, the secret tunnel between the Nightfort and North of the Wall.",INT,,10,Mhysa,3
Dragonstone Dungeon,INT,,10,Mhysa,3
" TYRION's chambers, evening",INT,,10,Mhysa,3
Dragonstone,INT,,10,Mhysa,3
" Dragonstone Dungeon, night",INT,,10,Mhysa,3
Cersei's chambers,INT,,10,Mhysa,3
Dragonstone war room,INT,,10,Mhysa,3
KING'S LANDING AT NIGHT,INT,,9,Blackwater,2
CERSEI'S CHAMBERS,INT,,9,Blackwater,2
KING'S LANDING,INT,,9,Blackwater,2
TYRION'S CHAMBERs,INT,,9,Blackwater,2
King's Landing,INT,,9,Blackwater,2
" MAEGOR'S HOLDFAST   CERSEl: When we were young, Jaime and I, we looked so much alike even our father couldn't tell us apart. I could never understand why they treated us differently. Jaime was taught to fight with sword and lance and mace, and I was taught to smile and sing and please. He was heir to Casterly Rock, and I was sold to some stranger like a horse to be ridden whenever he desired.",INT,,9,Blackwater,2
DINING HALL OF WINTERFELL,INT,,8,The Prince of Winterfell,2
CATELYN'S TENT,INT,,8,The Prince of Winterfell,2
CASTLE RUINS IN THE SHADOWLANDS,INT,,8,The Prince of Winterfell,2
KING'S LANDING,INT,,8,The Prince of Winterfell,2
KING'S LANDING,INT,,8,The Prince of Winterfell,2
KING'S LANDING,INT,,8,The Prince of Winterfell,2
THE RIVERLANDS,INT,,8,The Prince of Winterfell,2
Dragonstone War Room.,INT,,8,Second Sons,3
" King's Landing, Sansa's Chambers.",INT,,8,Second Sons,3
" King's Landing, the Sept of Baelor",INT,,8,Second Sons,3
DRAGONSTONE,INT,,8,Second Sons,3
" King's Landing, the wedding reception.",INT,,8,Second Sons,3
Daenerys's tent,INT,,8,Second Sons,3
" King's Landing, Tyrion's Chambers, morning.",INT,,8,Second Sons,3
WINTERFELL,INT,,7,A Man Without Honor,2
KING'S LANDING,INT,,7,A Man Without Honor,2
DAENERYS'S ROOM IN QARTH,INT,,7,A Man Without Honor,2
KING'S LANDING,INT,,7,A Man Without Honor,2
DARK HALLWAY,INT,,7,A Man Without Honor,2
SANSA'S ROOM,INT,,7,A Man Without Honor,2
CERSEI'S ROOM,INT,,7,A Man Without Honor,2
QARTH COUNCIL OF THE THIRTEEN,INT,,7,A Man Without Honor,2
RIVERLANDS,INT,,7,A Man Without Honor,2
KING'S LANDING,INT,,7,A Man Without Honor,2
" Riverrun, ROBB's chambers at night",INT,,7,The Bear and the Maiden Fair,3
" King's Landing, TYRION's chambers",INT,,7,The Bear and the Maiden Fair,3
King's Landing Throne Room,INT,,7,The Bear and the Maiden Fair,3
" King's Landing, TYRION's chambers, night.",INT,,7,The Bear and the Maiden Fair,3
" Riverlands, The Brotherhood's Caverns",INT,,7,The Bear and the Maiden Fair,3
" Harrenhall, night",INT,,7,The Bear and the Maiden Fair,3
" Dungeon, somewhere",INT,,7,The Bear and the Maiden Fair,3
BRAN'S ROOM,INT,,6,The Old Gods and the New,2
SHADOWLANDS CASTLE,INT,,6,The Old Gods and the New,2
THE COUNCIL CHAMBER IN THE SHADOWLANDS. It is dusk.,INT,,6,The Old Gods and the New,2
THE RIVERLANDS.,INT,,6,The Old Gods and the New,2
THE COUNCIL ROOM,INT,,6,The Old Gods and the New,2
ROBB'S COUNCIL CHAMBER,INT,,6,The Old Gods and the New,2
WINTERFELL,INT,,6,The Old Gods and the New,2
KING'S LANDING,INT,,6,The Old Gods and the New,2
WINTERFELL at night.,INT,,6,The Old Gods and the New,2
" A dungeon, somewhere.",INT,,6,The Climb,3
Riverrun Great Hall,INT,,6,The Climb,3
Harenhall dining room,INT,,6,The Climb,3
" King's Landing, Tywin's chambers.",INT,,6,The Climb,3
Sansa's chambers.,INT,,6,The Climb,3
The Throne Room,INT,,6,The Climb,3
Opulent Braavos chamber,INT,,6,The Laws of Gods and Men,4
Braavosi bathhouse.,INT,,6,The Laws of Gods and Men,4
RAMSAY's bedroom,INT,,6,The Laws of Gods and Men,4
" The Dreadfort, morning.",INT,,6,The Laws of Gods and Men,4
Meereen throne room.,INT,,6,The Laws of Gods and Men,4
King's Landing Small Council room.,INT,,6,The Laws of Gods and Men,4
The Iron Throne room,INT,,6,The Laws of Gods and Men,4
TYRION's cell,INT,,6,The Laws of Gods and Men,4
" King's Landing,  the Iron Throne room",INT,,6,The Laws of Gods and Men,4
The Iron Throne room,INT,,6,The Laws of Gods and Men,4
The Red Keep Cellar,INT,,6,The Iron Throne,8
The Dragon Skull Chamber,INT,,6,The Iron Throne,8
King's Landing Cellar,INT,,6,The Iron Throne,8
Tyrion's makeshift cell.,INT,,6,The Iron Throne,8
The Throne Room,INT,,6,The Iron Throne,8
Tyrion's Makeshift Cell.,INT,,6,The Iron Throne,8
JON's makeshift cell.,INT,,6,The Iron Throne,8
King's Landing library,INT,,6,The Iron Throne,8
Small Council Chamber.,INT,,6,The Iron Throne,8
ARYA's ship,INT,,6,The Iron Throne,8
" Riverlands, the caverns of the Brotherhood without Banners",INT,,5,Kissed by Fire,3
The cave.,INT,,5,Kissed by Fire,3
" The cave, later.",INT,,5,Kissed by Fire,3
" Riverlands, the Brotherhood's cave.",INT,,5,Kissed by Fire,3
" King's Landing, Tyrion's chambers.",INT,,5,Kissed by Fire,3
" Riverlands, the Brotherhood's cave.",INT,,5,Kissed by Fire,3
Riverrun,INT,,5,Kissed by Fire,3
Riverrun,INT,,5,Kissed by Fire,3
" RIverrun, the Brotherhood's caverns.",INT,,5,Kissed by Fire,3
Dragonstone.,INT,,5,Kissed by Fire,3
Harenhall bathing chamber,INT,,5,Kissed by Fire,3
Dragonstone dungeon,INT,,5,Kissed by Fire,3
Riverrun war room,INT,,5,Kissed by Fire,3
Littlefinger's Chambers,INT,,5,Kissed by Fire,3
Tywin's chambers,INT,,5,Kissed by Fire,3
KIng's Landing.,INT,,4,And Now His Watch Is Ended,3
Craster's Keep,INT,,4,And Now His Watch Is Ended,3
King's Landing,INT,,4,And Now His Watch Is Ended,3
" King's Landing, the Sept of Baelor",INT,,4,And Now His Watch Is Ended,3
" King's Landing, Tywin's chambers.",INT,,4,And Now His Watch Is Ended,3
" Craster's Keep, later.",INT,,4,And Now His Watch Is Ended,3
Winterfell Great Hall,INT,,4,The Last of the Starks,8
" BRIENNE chambers, night.",INT,,4,The Last of the Starks,8
" Winterfell, JON's chambers, night",INT,,4,The Last of the Starks,8
" BRIENNE's chambers, night",INT,,4,The Last of the Starks,8
" WInterfell war room, day.",INT,,4,The Last of the Starks,8
The Winterfell house,INT,,4,The Last of the Starks,8
The captain's quarters,INT,,4,The Last of the Starks,8
" King's Landing, the Red Keep",INT,,4,The Last of the Starks,8
Dragonstone War Room,INT,,4,The Last of the Starks,8
Dragonstone Throne Room,INT,,4,The Last of the Starks,8
" BRIENNE's chambers, night.",INT,,4,The Last of the Starks,8
Winterfell.,INT,,3,What Is Dead May Never Die,2
Throne room,INT,,3,What Is Dead May Never Die,2
Tyrion's Chambers,INT,,3,What Is Dead May Never Die,2
Dining Hall,INT,,3,What Is Dead May Never Die,2
Sansa's chambers at night.,INT,,3,What Is Dead May Never Die,2
" Tyrion's chambers, daytime.",INT,,3,What Is Dead May Never Die,2
" Tyrion's chambers, daytime, though we do not realize at first that it is later.",INT,,3,What Is Dead May Never Die,2
" Tyrion's chambers, again we do not realize at first that it is later.",INT,,3,What Is Dead May Never Die,2
Renly's chambers at night,INT,,3,What Is Dead May Never Die,2
" Renly's chambers, a bit later.",INT,,3,What Is Dead May Never Die,2
" Cersei's chambers, at night",INT,,3,What Is Dead May Never Die,2
" Chamber, at night.",INT,,3,What Is Dead May Never Die,2
" Tyrion's chambers, at night",INT,,3,What Is Dead May Never Die,2
Brothel,INT,,3,What Is Dead May Never Die,2
TYRION'S CHAMBERS,INT,,3,What Is Dead May Never Die,2
the night's watch recruits sleep. Arya sharpens her sword. Yoren enters.,INT,,3,What Is Dead May Never Die,2
" Riverrun war room, later",INT,,3,Walk of Punishment,3
" King's Landing, the Small Council chamber.",INT,,3,Walk of Punishment,3
Riverrun great hall,INT,,3,Walk of Punishment,3
Riverrun dungeon.,INT,,3,Walk of Punishment,3
" Torture room, night.",INT,,3,Walk of Punishment,3
Littlefinger's brothel.,INT,,3,Walk of Punishment,3
Harrenhal chamber,INT,,2,"Dark Wings, Dark Words",3
Dungeon,INT,,2,"Dark Wings, Dark Words",3
" King's Landing, Joffrey's Chambers",INT,,2,"Dark Wings, Dark Words",3
Sansa's room in King's Landing,INT,,2,"Dark Wings, Dark Words",3
Tyrion's Chambers in King's Landing,INT,,2,"Dark Wings, Dark Words",3
Joffrey's Chambers in King's Landing,INT,,2,"Dark Wings, Dark Words",3
Torture chamber,INT,,2,"Dark Wings, Dark Words",3
King's Landing.,INT,,2,The Lion and the Rose,4
TYRION's chambers,INT,,2,The Lion and the Rose,4
Storm's End Dining room,INT,,2,The Lion and the Rose,4
SHIREEN's bedroom after dinner.,INT,,2,The Lion and the Rose,4
" King's Landing, the Sept of Baelor.",INT,,2,The Lion and the Rose,4
A freefolk tent,INT,,1,Valar Dohaeris,3
CASTLE BLACK,INT.,,3,Breaker of Chains,4
The Iron Throne room,INT.,,5,First of His Name,4
Shut up!,IRONBORN,IRON ISLANDS,6,The Old Gods and the New,2
But your brother.,IRONBORN,IRON ISLANDS,6,The Laws of Gods and Men,4
Aye.,IRONBORN LORD,IRON ISLANDS,6,The Iron Throne,8
